true_label,pred_label,confidence
Bike,Walk,0.6880264282226562
Car & taxi,Bus,0.5625748038291931
Bike,Walk,0.6781189441680908
Bike,Walk,0.8346098065376282
Walk,Bike,0.7650018334388733
Train,Walk,0.8265513777732849
Bus,Walk,0.8083844780921936
Bus,Car & taxi,0.7637317180633545
Car & taxi,Bike,0.543806254863739
Bus,Bike,0.9250471591949463
Bus,Walk,0.4105997085571289
Bike,Walk,0.47296497225761414
Car & taxi,Bus,0.5262831449508667
Walk,Bus,0.2843433618545532
Walk,Subway,0.30800750851631165
Subway,Train,0.25925758481025696
Car & taxi,Bus,0.4273356795310974
Bus,Car & taxi,0.5116815567016602
Car & taxi,Bus,0.9337190985679626
Car & taxi,Bus,0.75433748960495
Bus,Car & taxi,0.4108649492263794
Train,Walk,0.8550518751144409
Subway,Walk,0.8979663848876953
Bike,Bus,0.5343271493911743
Car & taxi,Bus,0.33366915583610535
Bike,Car & taxi,0.6848596334457397
Car & taxi,Walk,0.44279944896698
Subway,Bus,0.5337539911270142
Walk,Bike,0.7470070719718933
Walk,Bike,0.6496129035949707
Walk,Car & taxi,0.443712055683136
Bus,Walk,0.28529688715934753
Bus,Car & taxi,0.5298905372619629
Car & taxi,Bus,0.7233824133872986
Car & taxi,Bus,0.5388125777244568
Bus,Car & taxi,0.6279451251029968
Bus,Walk,0.5250126123428345
Car & taxi,Bike,0.381867378950119
Car & taxi,Walk,0.5621470808982849
Bike,Walk,0.3766489624977112
Bus,Car & taxi,0.49197253584861755
Bus,Car & taxi,0.8376694917678833
Bus,Car & taxi,0.5157400369644165
Bike,Walk,0.5002634525299072
Car & taxi,Walk,0.32392123341560364
Car & taxi,Walk,0.9500439763069153
Bike,Walk,0.35898521542549133
Subway,Car & taxi,0.40269744396209717
Car & taxi,Bus,0.8828083872795105
Car & taxi,Bike,0.49074268341064453
Walk,Subway,0.5681076049804688
Train,Walk,0.9336349368095398
Bike,Bus,0.25166890025138855
Subway,Bus,0.7797341346740723
Subway,Bus,0.3386245369911194
Bus,Subway,0.9974207878112793
Bus,Walk,0.4112260341644287
Walk,Car & taxi,0.36525118350982666
Car & taxi,Bus,0.8807357549667358
Train,Walk,0.8936042189598083
Walk,Bike,0.35320866107940674
Bike,Walk,0.9631103277206421
Bike,Car & taxi,0.40323591232299805
Bus,Walk,0.5817263722419739
Bus,Walk,0.49589937925338745
Bike,Walk,0.5846807956695557
Bike,Walk,0.4553927779197693
Subway,Walk,0.8533397316932678
Bus,Walk,0.9477698802947998
Walk,Bike,0.45866355299949646
Bus,Walk,0.6218183636665344
Bike,Walk,0.7546721696853638
Car & taxi,Bus,0.769262969493866
Subway,Walk,0.948093831539154
Train,Subway,0.9733619093894958
Car & taxi,Bus,0.6659666895866394
Bus,Bike,0.6684334874153137
Walk,Bike,0.6970329284667969
Train,Subway,0.48050862550735474
Bike,Walk,0.9166832566261292
Bike,Walk,0.6114490628242493
Bike,Bus,0.5614514350891113
Bus,Car & taxi,0.41725292801856995
Walk,Subway,0.2767215073108673
Bike,Walk,0.3115415871143341
Walk,Subway,0.8335123062133789
Car & taxi,Bus,0.8289512395858765
Walk,Car & taxi,0.3937200903892517
Bike,Bus,0.48757603764533997
Walk,Bus,0.49281203746795654
Walk,Train,0.5275833010673523
Walk,Car & taxi,0.6814852356910706
Car & taxi,Walk,0.7033315300941467
Bike,Walk,0.5468382835388184
Bike,Walk,0.8118107914924622
Car & taxi,Bus,0.8498575091362
Train,Bus,0.46634426712989807
Bike,Walk,0.6376296281814575
Bike,Walk,0.5293877124786377
Walk,Bike,0.6551079154014587
Bike,Car & taxi,0.9827890992164612
Subway,Walk,0.9989855885505676
Car & taxi,Walk,0.5564659833908081
Bus,Car & taxi,0.5253349542617798
Bus,Walk,0.2939521372318268
Car & taxi,Bus,0.5185689926147461
Bike,Walk,0.6642233729362488
Bus,Car & taxi,0.8924546837806702
Bus,Walk,0.5159332156181335
Walk,Bike,0.3768126368522644
Bike,Walk,0.5806818604469299
Train,Car & taxi,0.7873906493186951
Bike,Walk,0.9160627126693726
Car & taxi,Bus,0.7563532590866089
Car & taxi,Train,0.549816906452179
Walk,Bus,0.5001670122146606
Bike,Walk,0.6025936603546143
Bike,Walk,0.7859376668930054
Walk,Subway,0.37338367104530334
Bus,Bike,0.5239234566688538
Bus,Car & taxi,0.5733699798583984
Bus,Car & taxi,0.5199828743934631
Bus,Walk,0.7080827355384827
Bus,Car & taxi,0.6249985694885254
Bus,Walk,0.47066712379455566
Bike,Walk,0.6089774966239929
Subway,Walk,0.3207753002643585
Bus,Bike,0.44871824979782104
Bus,Walk,0.7282015085220337
Car & taxi,Bus,0.7075819373130798
Bus,Car & taxi,0.7778299450874329
Car & taxi,Walk,0.6017048358917236
Bus,Bike,0.3860251009464264
Car & taxi,Bus,0.661057710647583
Bus,Walk,0.5642858743667603
Bus,Bike,0.775975227355957
Subway,Walk,0.686384379863739
Subway,Walk,0.25722360610961914
Car & taxi,Subway,0.8407361507415771
Bus,Car & taxi,0.8361530900001526
Bike,Bus,0.49999499320983887
Car & taxi,Walk,0.5041589736938477
Walk,Bike,0.5940220952033997
Bus,Car & taxi,0.43592020869255066
Car & taxi,Walk,0.591659426689148
Bike,Car & taxi,0.9526879787445068
Bus,Walk,0.44406354427337646
Car & taxi,Bus,0.8523540496826172
Subway,Walk,0.650827169418335
Bus,Car & taxi,0.9014295935630798
Bike,Walk,0.8593859672546387
Bike,Walk,0.6864974498748779
Walk,Subway,0.9973524808883667
Subway,Walk,0.8851132988929749
Subway,Car & taxi,0.45194366574287415
Bike,Walk,0.8698617219924927
Bus,Bike,0.5109703540802002
Bus,Walk,0.8431496620178223
Bus,Car & taxi,0.371367871761322
Walk,Bus,0.19167673587799072
Car & taxi,Walk,0.6264986991882324
Bus,Walk,0.9145110845565796
Bike,Bus,0.5986737012863159
Bike,Walk,0.41546207666397095
Bike,Walk,0.9665502905845642
Bus,Bike,0.3466126620769501
Car & taxi,Bus,0.7950395941734314
Car & taxi,Bus,0.6099802851676941
Car & taxi,Bus,0.32158374786376953
Bike,Walk,0.9790763854980469
Bus,Bike,0.7235153317451477
Bus,Walk,0.3693949580192566
Bike,Walk,0.42670169472694397
Airplane,Car & taxi,0.7627020478248596
Bike,Bus,0.42386847734451294
Airplane,Walk,0.2777692377567291
Walk,Car & taxi,0.5098465085029602
Bus,Bike,0.48840704560279846
Bike,Walk,0.9587401151657104
Bike,Walk,0.5122737884521484
Bike,Walk,0.6340029239654541
Bus,Bike,0.8535690903663635
Train,Subway,0.9830613732337952
Bike,Walk,0.3995358347892761
Car & taxi,Bus,0.5543448328971863
Bike,Walk,0.6740735173225403
Bus,Car & taxi,0.5707718133926392
Bike,Walk,0.4797329306602478
Walk,Car & taxi,0.5536684989929199
Bike,Walk,0.5572908520698547
Walk,Bus,0.276658833026886
Bus,Bike,0.4115583598613739
Car & taxi,Bus,0.606930136680603
Bike,Bus,0.6940633654594421
Bike,Walk,0.9946017265319824
Bus,Walk,0.974679708480835
Bus,Car & taxi,0.6308718919754028
Bus,Walk,0.894033670425415
Bike,Walk,0.9197407960891724
Car & taxi,Bus,0.4883350133895874
Walk,Car & taxi,0.5881628394126892
Walk,Subway,0.6846641898155212
Bus,Subway,0.8443673253059387
Bus,Walk,0.5365859866142273
Walk,Train,0.1995505392551422
Bike,Walk,0.6193739175796509
Car & taxi,Bus,0.6861438751220703
Bus,Car & taxi,0.4683836102485657
Bike,Bus,0.4126664400100708
Bus,Walk,0.8866895437240601
Subway,Train,0.5197666883468628
Walk,Bus,0.6532180309295654
Walk,Bike,0.8923735618591309
Bus,Walk,0.9749743342399597
Car & taxi,Walk,0.4707691967487335
Bus,Subway,0.8087855577468872
Car & taxi,Bus,0.7543363571166992
Walk,Bus,0.8760702013969421
Walk,Car & taxi,0.2759137451648712
Bike,Car & taxi,0.509296715259552
Bike,Walk,0.9459052085876465
Bus,Walk,0.5455809831619263
Bike,Bus,0.4744783341884613
Bus,Walk,0.6644430160522461
Walk,Bike,0.8674980998039246
Bike,Walk,0.5313332676887512
Walk,Bus,0.31188395619392395
Car & taxi,Walk,0.36301079392433167
Bike,Walk,0.6262001991271973
Car & taxi,Bus,0.5880958437919617
Car & taxi,Subway,0.4452212154865265
Subway,Walk,0.48194336891174316
Walk,Bike,0.5047357678413391
Bike,Walk,0.9416602253913879
Bus,Walk,0.5094325542449951
Bus,Subway,0.3188547194004059
Bike,Walk,0.8494418859481812
Bike,Walk,0.7327768206596375
Walk,Subway,0.9980012774467468
Bus,Walk,0.48291099071502686
Bus,Bike,0.528038501739502
Subway,Walk,0.8979867696762085
Subway,Walk,0.9546697735786438
Car & taxi,Bus,0.8592470288276672
Walk,Subway,0.6855690479278564
Walk,Bus,0.4574693441390991
Walk,Subway,0.5213125944137573
Bike,Walk,0.5524700284004211
Car & taxi,Bus,0.7163308262825012
Bus,Walk,0.6561715006828308
Car & taxi,Bike,0.7146084308624268
Subway,Walk,0.5385087728500366
Car & taxi,Walk,0.4064828157424927
Subway,Bus,0.5283273458480835
Bike,Walk,0.697270393371582
Car & taxi,Bike,0.4130360782146454
Walk,Bike,0.5444276928901672
Walk,Subway,0.5889873504638672
Bike,Walk,0.5668037533760071
Car & taxi,Bus,0.715526819229126
Walk,Bus,0.32127201557159424
Walk,Bus,0.8430608510971069
Bus,Walk,0.620120108127594
Bus,Subway,0.9310064911842346
Car & taxi,Bus,0.8826135396957397
Car & taxi,Train,0.7565168142318726
Subway,Walk,0.5904917120933533
Bus,Car & taxi,0.3748777210712433
Bus,Subway,0.8309192657470703
Bus,Walk,0.8204920887947083
Car & taxi,Walk,0.4564395248889923
Bike,Walk,0.48857757449150085
Car & taxi,Bus,0.6201635003089905
Bus,Walk,0.5084729194641113
Walk,Bus,0.8644748330116272
Car & taxi,Bus,0.42315083742141724
Car & taxi,Bus,0.4945075213909149
Bus,Car & taxi,0.9012445211410522
Bus,Walk,0.9355432987213135
Bus,Walk,0.6649162769317627
Car & taxi,Walk,0.5684613585472107
Bus,Subway,0.7678536176681519
Car & taxi,Bike,0.6535730957984924
Walk,Car & taxi,0.5193883776664734
Bike,Car & taxi,0.7689807415008545
Bike,Walk,0.8866147398948669
Walk,Train,0.3185102939605713
Walk,Subway,0.8534415364265442
Subway,Walk,0.955030083656311
Car & taxi,Bus,0.5378318428993225
Subway,Bus,0.4105261564254761
Bike,Walk,0.867807924747467
Subway,Bus,0.7255348563194275
Bike,Walk,0.5423040390014648
Bus,Bike,0.6123129725456238
Bus,Walk,0.5722646117210388
Bike,Bus,0.7168018221855164
Walk,Bus,0.201356902718544
Car & taxi,Walk,0.39810457825660706
Bike,Walk,0.9041659832000732
Car & taxi,Bus,0.5472511649131775
Bike,Walk,0.7474734783172607
Train,Car & taxi,0.43159401416778564
Bike,Bus,0.5391831994056702
Walk,Bike,0.5350072383880615
Bike,Car & taxi,0.3023470342159271
Walk,Bus,0.20381475985050201
Bike,Bus,0.7168018221855164
Walk,Bike,0.6334301233291626
Walk,Bus,0.654006838798523
Bike,Walk,0.3514097034931183
Bike,Walk,0.8345913887023926
Bus,Walk,0.5269781351089478
Car & taxi,Bus,0.8972254991531372
Bus,Bike,0.4439636468887329
Bus,Walk,0.4923456013202667
Bike,Walk,0.6010033488273621
Car & taxi,Bus,0.7154598236083984
Car & taxi,Walk,0.8090693950653076
Car & taxi,Walk,0.9247546792030334
Bus,Car & taxi,0.6862134337425232
Car & taxi,Bike,0.7155690789222717
Walk,Bike,0.4910484254360199
Car & taxi,Bus,0.3118795156478882
Bus,Walk,0.9580923318862915
Bus,Walk,0.4296819269657135
Bike,Car & taxi,0.316628634929657
Bike,Walk,0.5979651808738708
Car & taxi,Bus,0.5238964557647705
Bus,Walk,0.5433275103569031
Walk,Bus,0.6581228971481323
Walk,Bike,0.822584867477417
Car & taxi,Bus,0.8031610250473022
Walk,Bike,0.8239637017250061
Bike,Bus,0.7213783860206604
Walk,Subway,0.44111600518226624
Bike,Walk,0.5562298893928528
Bus,Walk,0.6592661738395691
Bus,Car & taxi,0.32647785544395447
Walk,Train,0.2787417471408844
Bus,Car & taxi,0.40897035598754883
Bus,Walk,0.5747901797294617
Walk,Car & taxi,0.7721971869468689
Car & taxi,Bike,0.49523234367370605
Bus,Walk,0.3958510458469391
Subway,Bus,0.5774025917053223
Bike,Walk,0.9123929142951965
Car & taxi,Bus,0.9291081428527832
Car & taxi,Walk,0.8006014823913574
Car & taxi,Train,0.3725142776966095
Car & taxi,Bus,0.6016088128089905
Walk,Bike,0.6523290276527405
Walk,Bus,0.24009466171264648
Bike,Train,0.47612807154655457
Walk,Bike,0.6241330504417419
Bike,Walk,0.9060018062591553
Bike,Walk,0.95774906873703
Walk,Bike,0.3935464918613434
Bus,Walk,0.47773629426956177
Bus,Bike,0.7640484571456909
Bus,Bike,0.6339737176895142
Car & taxi,Bus,0.7214978337287903
Subway,Walk,0.8326338529586792
Bike,Car & taxi,0.7756072282791138
Bike,Bus,0.37945839762687683
Car & taxi,Bus,0.8408092856407166
Train,Car & taxi,0.32756105065345764
Walk,Bike,0.48637545108795166
Bus,Walk,0.38128426671028137
Bus,Walk,0.6478944420814514
Bus,Car & taxi,0.5042702555656433
Bike,Walk,0.5730721354484558
Bus,Walk,0.8895718455314636
Car & taxi,Bus,0.9346348643302917
Walk,Car & taxi,0.2945878207683563
Car & taxi,Bus,0.6681984066963196
Walk,Bike,0.578102707862854
Bus,Car & taxi,0.43257835507392883
Car & taxi,Bus,0.5019206404685974
Subway,Walk,0.4380354881286621
Walk,Car & taxi,0.8594477772712708
Walk,Bike,0.7628888487815857
Car & taxi,Bus,0.6741556525230408
Subway,Bike,0.5842614769935608
Car & taxi,Bus,0.44466638565063477
Subway,Bike,0.3702392876148224
Bike,Car & taxi,0.9985561966896057
Bus,Walk,0.4526840150356293
Subway,Walk,0.3879629671573639
Bike,Walk,0.6485376358032227
Subway,Walk,0.9414597749710083
Bike,Walk,0.7885968685150146
Airplane,Train,0.7939450144767761
Bus,Walk,0.3816274404525757
Walk,Bike,0.5602706670761108
Bus,Car & taxi,0.6721003651618958
Bike,Walk,0.5105057954788208
Subway,Walk,0.5701685547828674
Bike,Walk,0.48888564109802246
Bus,Train,0.5171945691108704
Bike,Walk,0.7711395025253296
Bike,Bus,0.6175995469093323
Train,Walk,0.6978237628936768
Walk,Bike,0.6200618743896484
Subway,Bus,0.790342390537262
Car & taxi,Train,0.2686973810195923
Bus,Car & taxi,0.7779186964035034
Bus,Walk,0.29856374859809875
Car & taxi,Bus,0.6394376754760742
Walk,Subway,0.7540596127510071
Bike,Car & taxi,0.9139677286148071
Walk,Car & taxi,0.5990747809410095
Car & taxi,Bus,0.49806275963783264
Subway,Walk,0.9760273098945618
Bike,Walk,0.44435733556747437
Bike,Walk,0.7187490463256836
Car & taxi,Bus,0.5442842841148376
Bus,Train,0.3841574490070343
Walk,Bus,0.4792940318584442
Bus,Car & taxi,0.957253634929657
Bike,Walk,0.5156624913215637
Bike,Bus,0.4408961832523346
Car & taxi,Bus,0.5523692965507507
Bus,Car & taxi,0.8562875390052795
Bike,Car & taxi,0.7149052023887634
Car & taxi,Bus,0.8255636096000671
Car & taxi,Bus,0.4475683867931366
Bus,Subway,0.4840267300605774
Walk,Bus,0.3834563195705414
