true_label,pred_label,confidence
Car & taxi,Bus,0.5494805574417114
Bus,Car & taxi,0.5130491256713867
Train,Walk,0.8362671732902527
Subway,Walk,0.6603020429611206
Bike,Bus,0.38044679164886475
Bike,Walk,0.5846854448318481
Car & taxi,Walk,0.49603959918022156
Subway,Bus,0.6731729507446289
Bus,Car & taxi,0.5313698053359985
Walk,Bike,0.8101754784584045
Bus,Car & taxi,0.6149784326553345
Car & taxi,Bus,0.5687439441680908
Bus,Walk,0.7408124804496765
Bus,Car & taxi,0.7881268858909607
Bus,Walk,0.4242246448993683
Car & taxi,Bike,0.5381571650505066
Car & taxi,Walk,0.9034389853477478
Walk,Bike,0.49276867508888245
Car & taxi,Bus,0.4793935716152191
Bike,Car & taxi,0.2937890589237213
Bus,Car & taxi,0.6952749490737915
Bus,Car & taxi,0.8447142243385315
Bike,Walk,0.4932626485824585
Car & taxi,Train,0.2661556005477905
Car & taxi,Walk,0.946467399597168
Bike,Walk,0.301919549703598
Subway,Car & taxi,0.7946682572364807
Car & taxi,Bus,0.682266891002655
Car & taxi,Bus,0.811784565448761
Bus,Car & taxi,0.4405754804611206
Walk,Bike,0.7567413449287415
Train,Walk,0.8296681046485901
Bike,Walk,0.47044387459754944
Subway,Bus,0.7652446031570435
Bus,Bike,0.7366740107536316
Subway,Walk,0.8071267604827881
Walk,Subway,0.5460599064826965
Bus,Walk,0.773858368396759
Car & taxi,Walk,0.4003080725669861
Bike,Walk,0.9758042097091675
Bike,Walk,0.36123132705688477
Bus,Walk,0.6633660793304443
Walk,Bike,0.8851790428161621
Walk,Bike,0.4835766553878784
Bus,Walk,0.6410279870033264
Subway,Walk,0.6246660351753235
Bus,Walk,0.868277370929718
Walk,Car & taxi,0.33190593123435974
Bus,Walk,0.591354250907898
Walk,Bike,0.510438084602356
Walk,Subway,0.39467084407806396
Subway,Walk,0.9163467884063721
Train,Subway,0.9553735852241516
Car & taxi,Bike,0.5184372663497925
Walk,Car & taxi,0.4163343012332916
Walk,Bike,0.9489542841911316
Train,Subway,0.3229175806045532
Bike,Walk,0.7859054803848267
Bus,Car & taxi,0.38680970668792725
Walk,Bike,0.6215766072273254
Walk,Subway,0.3186852037906647
Bike,Walk,0.3631003797054291
Car & taxi,Bus,0.6958101391792297
Walk,Car & taxi,0.3756290376186371
Bus,Walk,0.3257844150066376
Bike,Walk,0.7623615264892578
Walk,Train,0.6993958950042725
Walk,Car & taxi,0.5397052764892578
Bus,Walk,0.6665552258491516
Car & taxi,Walk,0.8364936113357544
Bus,Car & taxi,0.4439728260040283
Bike,Walk,0.507753312587738
Car & taxi,Bus,0.5551435947418213
Bus,Walk,0.6394925117492676
Bike,Walk,0.7585545182228088
Train,Car & taxi,0.44012951850891113
Bike,Walk,0.8592396378517151
Subway,Car & taxi,0.36550769209861755
Bike,Walk,0.7450616955757141
Bike,Car & taxi,0.6115894317626953
Subway,Walk,0.9915245175361633
Car & taxi,Subway,0.8363469839096069
Bike,Walk,0.907141923904419
Bus,Walk,0.32187798619270325
Car & taxi,Bus,0.7542218565940857
Bike,Walk,0.7861577272415161
Bus,Car & taxi,0.501865804195404
Bus,Walk,0.9541393518447876
Walk,Bike,0.5671254396438599
Bike,Walk,0.47688448429107666
Bike,Walk,0.9804081916809082
Car & taxi,Train,0.49894556403160095
Bus,Car & taxi,0.8554035425186157
Bus,Car & taxi,0.7198524475097656
Walk,Subway,0.37767449021339417
Bus,Bike,0.858656108379364
Bus,Car & taxi,0.7092413902282715
Bus,Car & taxi,0.641043484210968
Bus,Walk,0.7171303629875183
Bus,Car & taxi,0.44381648302078247
Bus,Car & taxi,0.728967547416687
Bus,Walk,0.49097928404808044
Walk,Bike,0.6188943386077881
Bike,Walk,0.9185739159584045
Car & taxi,Bike,0.5082197189331055
Subway,Walk,0.42332401871681213
Bus,Bike,0.932999312877655
Bus,Walk,0.5934585332870483
Bike,Subway,0.35184386372566223
Bus,Car & taxi,0.8439867496490479
Car & taxi,Bus,0.8037260174751282
Bus,Walk,0.7034047245979309
Walk,Train,0.31757885217666626
Subway,Walk,0.275526762008667
Bike,Car & taxi,0.5076528787612915
Car & taxi,Subway,0.7699400186538696
Bus,Car & taxi,0.6900132894515991
Bike,Bus,0.8851350545883179
Car & taxi,Walk,0.40232768654823303
Car & taxi,Walk,0.5091249942779541
Bus,Car & taxi,0.4820302128791809
Car & taxi,Walk,0.777622640132904
Walk,Bike,0.7366514801979065
Bike,Car & taxi,0.9389573931694031
Bus,Walk,0.47988584637641907
Car & taxi,Bus,0.7587686777114868
Walk,Car & taxi,0.4380830228328705
Bus,Bike,0.6799629926681519
Subway,Walk,0.5776719450950623
Walk,Bike,0.9080520272254944
Bus,Car & taxi,0.965264081954956
Bike,Walk,0.9541366100311279
Car & taxi,Bike,0.36419928073883057
Walk,Bike,0.5966045260429382
Subway,Walk,0.9516604542732239
Walk,Bike,0.4740310609340668
Walk,Bike,0.6921872496604919
Bus,Walk,0.4421243667602539
Bus,Walk,0.9471408724784851
Bus,Car & taxi,0.43987807631492615
Walk,Bike,0.5394251942634583
Bike,Car & taxi,0.47253745794296265
Car & taxi,Walk,0.6465504765510559
Walk,Bike,0.9865647554397583
Bus,Walk,0.9591504335403442
Bike,Bus,0.865265429019928
Bike,Walk,0.6197675466537476
Walk,Bike,0.7066531777381897
Bike,Walk,0.9575493335723877
Walk,Car & taxi,0.42147696018218994
Car & taxi,Bus,0.554219663143158
Car & taxi,Bus,0.5637820363044739
Car & taxi,Bus,0.3589499592781067
Walk,Bike,0.7149085402488708
Bike,Walk,0.8120543956756592
Bus,Walk,0.7572956085205078
Bike,Walk,0.5316686630249023
Walk,Bike,0.9604235291481018
Airplane,Car & taxi,0.682056188583374
Bike,Bus,0.6018783450126648
Airplane,Walk,0.8121145963668823
Walk,Bike,0.6452063918113708
Walk,Bike,0.7334948778152466
Walk,Train,0.3059844374656677
Bus,Bike,0.9195080995559692
Bike,Walk,0.8952146768569946
Bike,Bus,0.6737862229347229
Bike,Walk,0.8275527954101562
Bus,Car & taxi,0.4261707067489624
Train,Subway,0.9122419953346252
Walk,Bike,0.7384425401687622
Bike,Walk,0.631479024887085
Train,Walk,0.29589661955833435
Bus,Walk,0.5221702456474304
Bus,Car & taxi,0.8296369910240173
Walk,Bus,0.591235339641571
Walk,Car & taxi,0.7214532494544983
Bus,Walk,0.48984068632125854
Bike,Bus,0.8020654916763306
Bike,Walk,0.5269575715065002
Bike,Walk,0.9651820063591003
Bus,Car & taxi,0.6335166692733765
Bus,Walk,0.7239265441894531
Bus,Train,0.30527788400650024
Bus,Car & taxi,0.7245479226112366
Bus,Car & taxi,0.8330047726631165
Bus,Walk,0.6705889105796814
Car & taxi,Bus,0.5258054733276367
Bus,Bike,0.8968220353126526
Bike,Walk,0.9056941270828247
Car & taxi,Bus,0.4251210689544678
Bus,Car & taxi,0.6907861232757568
Bike,Walk,0.48459064960479736
Bus,Walk,0.8507041335105896
Bus,Walk,0.9637356996536255
Walk,Train,0.27760282158851624
Car & taxi,Bus,0.4353676438331604
Bike,Walk,0.884288489818573
Walk,Bus,0.9488192796707153
Walk,Train,0.2944461405277252
Bike,Walk,0.6406949162483215
Bus,Bike,0.4668327867984772
Bike,Walk,0.6229723691940308
Walk,Bike,0.9562348127365112
Bike,Walk,0.890866756439209
Car & taxi,Bus,0.8772492408752441
Bus,Walk,0.6213448643684387
Car & taxi,Bus,0.9176076054573059
Bus,Car & taxi,0.6452924013137817
Walk,Bike,0.5748977065086365
Walk,Bike,0.5466413497924805
Bike,Walk,0.9644157886505127
Bus,Bike,0.6926299929618835
Bus,Subway,0.3094472289085388
Walk,Subway,0.8247848749160767
Walk,Bike,0.5515540242195129
Subway,Walk,0.9418355226516724
Subway,Walk,0.8837121725082397
Car & taxi,Bus,0.513076901435852
Walk,Car & taxi,0.5538266897201538
Walk,Car & taxi,0.3859277665615082
Car & taxi,Bike,0.406735360622406
Walk,Bike,0.791482150554657
Bike,Walk,0.5995712876319885
Bus,Car & taxi,0.47661375999450684
Bus,Walk,0.8232108950614929
Car & taxi,Bike,0.6318824291229248
Subway,Walk,0.9494550228118896
Car & taxi,Bus,0.3592947721481323
Subway,Car & taxi,0.49449020624160767
Car & taxi,Bike,0.8425887227058411
Walk,Bike,0.9678890109062195
Bus,Car & taxi,0.6059992909431458
Walk,Bike,0.6964055299758911
Car & taxi,Bus,0.7419630289077759
Walk,Bus,0.8630479574203491
Bus,Walk,0.8951072096824646
Walk,Bike,0.6371320486068726
Car & taxi,Bus,0.523820161819458
Bus,Subway,0.9113291501998901
Car & taxi,Bus,0.834435224533081
Subway,Walk,0.8016047477722168
Walk,Bike,0.9864286780357361
Car & taxi,Walk,0.43030864000320435
Bus,Train,0.6660737991333008
Bus,Subway,0.4049265384674072
Bus,Walk,0.8856053352355957
Walk,Bike,0.748582124710083
Car & taxi,Walk,0.4147697985172272
Bus,Car & taxi,0.8443880677223206
Bike,Walk,0.6822382807731628
Car & taxi,Bus,0.4225902855396271
Bike,Walk,0.6757754683494568
Walk,Bike,0.6698605418205261
Bike,Walk,0.7758947610855103
Bus,Car & taxi,0.9480245113372803
Bus,Walk,0.7942327260971069
Bus,Walk,0.7039480209350586
Car & taxi,Walk,0.9231082797050476
Bus,Car & taxi,0.3169257342815399
Car & taxi,Bike,0.5893577933311462
Bike,Bus,0.5012764930725098
Bike,Walk,0.613935112953186
Bike,Walk,0.9314991235733032
Bike,Walk,0.5131827592849731
Subway,Walk,0.7847471237182617
Subway,Walk,0.9113284349441528
Car & taxi,Bus,0.5182627439498901
Car & taxi,Walk,0.6238489151000977
Subway,Car & taxi,0.6644839644432068
Bike,Walk,0.809836208820343
Subway,Bus,0.36205896735191345
Bus,Car & taxi,0.5367728471755981
Bike,Walk,0.545852541923523
Walk,Bike,0.7585198879241943
Bus,Walk,0.7701097726821899
Bus,Walk,0.6660805344581604
Walk,Car & taxi,0.43185335397720337
Bike,Walk,0.9084882736206055
Walk,Bike,0.5044298768043518
Bike,Walk,0.6468546986579895
Bus,Bike,0.840751588344574
Bike,Walk,0.9053160548210144
Car & taxi,Bus,0.6043757200241089
Bike,Walk,0.7994189858436584
Walk,Car & taxi,0.8773581981658936
Bike,Walk,0.9129698276519775
Bus,Walk,0.7043771743774414
Car & taxi,Bus,0.7252662181854248
Bus,Car & taxi,0.7525438070297241
Bike,Walk,0.8636649250984192
Bus,Bike,0.7112838625907898
Bike,Car & taxi,0.49692317843437195
Car & taxi,Bus,0.5317316055297852
Car & taxi,Walk,0.820465087890625
Car & taxi,Walk,0.9763270616531372
Bus,Car & taxi,0.7558958530426025
Bus,Walk,0.9632524251937866
Bus,Car & taxi,0.8194277286529541
Bus,Car & taxi,0.6643944382667542
Car & taxi,Bus,0.6195356249809265
Bike,Walk,0.824037492275238
Bus,Car & taxi,0.4736989736557007
Bus,Walk,0.5250815153121948
Walk,Bike,0.6087634563446045
Bike,Walk,0.6917675137519836
Car & taxi,Walk,0.4996219277381897
Bus,Bike,0.9317233562469482
Car & taxi,Bus,0.47663259506225586
Bus,Car & taxi,0.4223989248275757
Walk,Bike,0.5550038814544678
Bike,Bus,0.8948139548301697
Walk,Subway,0.6758043766021729
Bus,Car & taxi,0.3629200756549835
Bike,Walk,0.5568041801452637
Bus,Car & taxi,0.8279672265052795
Bus,Walk,0.8420875072479248
Bus,Car & taxi,0.5644750595092773
Car & taxi,Walk,0.36259710788726807
Subway,Bike,0.48740899562835693
Bike,Walk,0.7143117785453796
Car & taxi,Train,0.4533502459526062
Car & taxi,Walk,0.4533342719078064
Bike,Walk,0.8003637790679932
Bike,Car & taxi,0.3842255473136902
Bike,Walk,0.9662779569625854
Bike,Walk,0.9569631814956665
Bus,Walk,0.5352290272712708
Car & taxi,Bike,0.5306599140167236
Bus,Walk,0.7180895209312439
Bike,Bus,0.4364173412322998
Bus,Walk,0.419762521982193
Subway,Walk,0.89237380027771
Walk,Bike,0.8865503668785095
Train,Car & taxi,0.7238481640815735
Walk,Bike,0.7060599327087402
Bus,Walk,0.7218058109283447
Bus,Walk,0.8512697815895081
Car & taxi,Bus,0.5025742650032043
Bike,Walk,0.7749236226081848
Bike,Walk,0.542266845703125
Bus,Walk,0.8692601919174194
Car & taxi,Bus,0.6468982100486755
Walk,Bike,0.5235490798950195
Bus,Walk,0.6115283370018005
Subway,Walk,0.8134014010429382
Walk,Bike,0.7348363995552063
Walk,Bike,0.9542238712310791
Subway,Car & taxi,0.4945652484893799
Bike,Car & taxi,0.9894424676895142
Walk,Bike,0.5968553423881531
Bike,Walk,0.5869050621986389
Subway,Walk,0.8411776423454285
Bike,Walk,0.7559269666671753
Airplane,Train,0.8464166522026062
Bus,Car & taxi,0.3955112397670746
Walk,Bus,0.58753502368927
Bus,Car & taxi,0.7423878312110901
Bike,Bus,0.4499306082725525
Walk,Bike,0.7644979357719421
Bike,Walk,0.786514937877655
Subway,Walk,0.6297658085823059
Walk,Bike,0.6595281958580017
Bus,Walk,0.7736583948135376
Bike,Walk,0.9141187071800232
Bus,Walk,0.48533153533935547
Train,Bus,0.2815893292427063
Walk,Bike,0.8128975033760071
Car & taxi,Subway,0.9851817488670349
Walk,Bike,0.9345883727073669
Car & taxi,Walk,0.5717570781707764
Car & taxi,Bus,0.7233341932296753
Walk,Bike,0.7620981335639954
Bike,Car & taxi,0.7990312576293945
Subway,Bus,0.38774728775024414
Walk,Bike,0.690138578414917
Walk,Bike,0.8938859105110168
Bike,Bus,0.9380981922149658
Walk,Bike,0.7469730377197266
Subway,Walk,0.9400867223739624
Bike,Walk,0.9470048546791077
Bus,Car & taxi,0.501624584197998
Bus,Car & taxi,0.6704968810081482
Bus,Car & taxi,0.9220255613327026
Bike,Walk,0.8003426194190979
Car & taxi,Walk,0.8613078594207764
Bike,Car & taxi,0.7076219916343689
Walk,Bike,0.6692871451377869
Bus,Car & taxi,0.7476246953010559
Bus,Car & taxi,0.5805367827415466
Bike,Walk,0.5154129266738892
Walk,Bike,0.7143827676773071
Car & taxi,Bike,0.6645609736442566
Walk,Bus,0.6349475979804993
